10 0 10 HIBBCCHI.DD.HAAKL.FFFKL...J.LM..JGGM 
5 0 5 HIBBCCHI.DD.HAA.L.FFFKL...JKLM..JGGM K99 
5 0 5 HIBBCCHI.DD.HAA.L.FFFKLM..JKLM..JGG. K99 M99 
5 0 5 HIBBCCHI.DD.HAA.L.FFFKLM..JKLM..J.GG G99 K99 M99 
5 0 5 HIBBCCHI.DD.HAA.L.FFF.LM..JKLM..JKGG G99 K98 M99 
5 0 5 HIBBCCHI.DD.HAA.L..FFFLM..JKLM..JKGG F99 G99 K98 M99 
5 0 5 HIBBCCHI.DD.H.AAL..FFFLM..JKLM..JKGG A99 F99 G99 K98 M99 
5 0 5 .IBBCC.I.DD...AAL.HFFFLMH.JKLMH.JKGG A99 F99 G99 H97 K98 M99 
5 0 5 .IBBCC.I.DD.AA..L.HFFFLMH.JKLMH.JKGG A97 F99 G99 H97 K98 M99 
5 0 5 .IBBCC.I..DDAA..L.HFFFLMH.JKLMH.JKGG A97 D99 F99 G99 H97 K98 M99 
5 0 5 .IBBCC.I..DD.AA.L.HFFFLMH.JKLMH.JKGG A96 D99 F99 G99 H97 K98 M99 
5 0 5 .IBBCCHI..DDHAA.L.HFFFLM..JKLM..JKGG A96 D99 F99 G99 H95 K98 M99 
5 0 5 .IBBCCHI..DDH.AAL.HFFFLM..JKLM..JKGG A95 D99 F99 G99 H95 K98 M99 
5 0 5 .IBBCC.I..DDH.AAL.HFFFLMH.JKLM..JKGG A95 D99 F99 G99 H94 K98 M99 
5 0 5 .IBBCC.IDD..H.AAL.HFFFLMH.JKLM..JKGG A95 D97 F99 G99 H94 K98 M99 
5 0 5 .IBBCC.IDDL.H.AAL.HFFFLMH.JK.M..JKGG A95 D97 F99 G99 H94 K98 L99 M99 
5 0 5 .IBBCC.IDDL...AAL.HFFFLMH.JK.MH.JKGG A95 D97 F99 G99 H93 K98 L99 M99 
5 0 5 .IBBCC.IDDL.AA..L.HFFFLMH.JK.MH.JKGG A93 D97 F99 G99 H93 K98 L99 M99 
5 0 5 .IBBCC.IDDL..AA.L.HFFFLMH.JK.MH.JKGG A94 D97 F99 G99 H93 K98 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L..FFFLM..JK.M..JKGG A94 D97 F99 G99 H90 K98 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L.FFF.LM..JK.M..JKGG A94 D97 F98 G99 H90 K98 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L.FFFKLM..JK.M..J.GG A94 D97 F98 G99 H90 K97 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L.FFFKLM..JK.M..JGG. A94 D97 F98 G98 H90 K97 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L.FFFKL...JK.M..JGGM A94 D97 F98 G98 H90 K97 L99 M98 
5 0 5 HIBBCCHIDDL.H.AAL.FFFKL...JK.M..JGGM A93 D97 F98 G98 H90 K97 L99 M98 
5 0 5 HIBBCCHIDD..H.AAL.FFFKL...JKLM..JGGM A93 D97 F98 G98 H90 K97 L98 M98 
5 0 5 HIBBCCHIDD..H.AAL.FFFKLM..JKLM..JGG. A93 D97 F98 G98 H90 K97 L98 M97 
5 0 5 HIBBCCHIDD..H.AAL.FFFKLM..JKLM..J.GG A93 D97 F98 G97 H90 K97 L98 M97 
5 0 5 HIBBCCHIDD..H.AAL.FFF.LM..JKLM..JKGG A93 D97 F98 G97 H90 K96 L98 M97 
5 0 5 HIBBCCHI..DDH.AAL.FFF.LM..JKLM..JKGG A93 D95 F98 G97 H90 K96 L98 M97 
5 0 5 H.BBCCHI..DDHIAAL.FFF.LM..JKLM..JKGG A93 D95 F98 G97 H90 I99 K96 L98 M97 
5 0 5 H.BBCCHI..DDHIAAL.FFFKLM..JKLM..J.GG A93 D95 F98 G97 H90 I99 K95 L98 M97 
5 0 5 H.BBCCHI..DDHIAAL.FFFKLM..JKLM..JGG. A93 D95 F98 G96 H90 I99 K95 L98 M97 
5 0 5 H.BBCCHI..DDHIAAL.FFFKL...JKLM..JGGM A93 D95 F98 G96 H90 I99 K95 L98 M96 
5 0 5 H.BBCCHI.DD.HIAAL.FFFKL...JKLM..JGGM A93 D94 F98 G96 H90 I99 K95 L98 M96 
5 0 5 HBB.CCHI.DD.HIAAL.FFFKL...JKLM..JGGM A93 B99 D94 F98 G96 H90 I99 K95 L98 M96 
5 0 5 HBB.CCHI.DD.HIAAL.FFFKLM..JKLM..JGG. A93 B99 D94 F98 G96 H90 I99 K95 L98 M95 
5 0 5 HBB.CCHI.DD.HIAAL.FFFKLM..JKLM..J.GG A93 B99 D94 F98 G95 H90 I99 K95 L98 M95 
5 0 5 HBB.CCHI.DD.HIAAL.FFF.LM..JKLM..JKGG A93 B99 D94 F98 G95 H90 I99 K94 L98 M95 
5 0 5 HBB.CCHI.DD.HIAAL..FFFLM..JKLM..JKGG A93 B99 D94 F97 G95 H90 I99 K94 L98 M95 
5 0 5 .BB.CC.I.DD..IAAL.HFFFLMH.JKLMH.JKGG A93 B99 D94 F97 G95 H87 I99 K94 L98 M95 
5 0 5 .BB.CC.I..DD.IAAL.HFFFLMH.JKLMH.JKGG A93 B99 D93 F97 G95 H87 I99 K94 L98 M95 
5 0 5 .BB.CCHI..DDHIAAL.HFFFLM..JKLM..JKGG A93 B99 D93 F97 G95 H85 I99 K94 L98 M95 
5 0 5 .BB.CCHIDD..HIAAL.HFFFLM..JKLM..JKGG A93 B99 D91 F97 G95 H85 I99 K94 L98 M95 
5 0 5 .BB.CC.IDD..HIAAL.HFFFLMH.JKLM..JKGG A93 B99 D91 F97 G95 H84 I99 K94 L98 M95 
5 0 5 .BB.CC.IDDL.HIAAL.HFFFLMH.JK.M..JKGG A93 B99 D91 F97 G95 H84 I99 K94 L97 M95 
5 0 5 .BB.CC.IDDL..IAAL.HFFFLMH.JK.MH.JKGG A93 B99 D91 F97 G95 H83 I99 K94 L97 M95 
5 0 5 .BBCC..IDDL..IAAL.HFFFLMH.JK.MH.JKGG A93 B99 C99 D91 F97 G95 H83 I99 K94 L97 M95 
5 0 5 .BBCCM.IDDLM.IAAL.HFFFL.H.JK..H.JKGG A93 B99 C99 D91 F97 G95 H83 I99 K94 L97 M92 
5 0 5 .BBCCM.IDD.M.IAAL.HFFFL.H.JKL.H.JKGG A93 B99 C99 D91 F97 G95 H83 I99 K94 L96 M92 
5 0 5 HBBCCMHIDD.MHIAAL..FFFL...JKL...JKGG A93 B99 C99 D91 F97 G95 H80 I99 K94 L96 M92 
5 0 5 HBBCCMHIDD.MHIAAL.FFF.L...JKL...JKGG A93 B99 C99 D91 F96 G95 H80 I99 K94 L96 M92 
5 0 5 HBBCCMHIDD.MHIAAL.FFFKL...JKL...J.GG A93 B99 C99 D91 F96 G95 H80 I99 K93 L96 M92 
5 0 5 HBBCCMHIDD.MHIAAL.FFFKL...JKL...JGG. A93 B99 C99 D91 F96 G94 H80 I99 K93 L96 M92 
5 0 5 HBBCCMHIDDLMHIAAL.FFFKL...JK....JGG. A93 B99 C99 D91 F96 G94 H80 I99 K93 L95 M92 
5 0 5 HBBCC.HIDDL.HIAAL.FFFKL...JK.M..JGGM A93 B99 C99 D91 F96 G94 H80 I99 K93 L95 M88 
5 0 5 HBB.CCHIDDL.HIAAL.FFFKL...JK.M..JGGM A93 B99 C98 D91 F96 G94 H80 I99 K93 L95 M88 
5 0 5 HBB.CCHIDDL.HIAAL.FFFKLM..JK.M..JGG. A93 B99 C98 D91 F96 G94 H80 I99 K93 L95 M87 
5 0 5 HBB.CCHIDDL.HIAAL.FFFKLM..JK.M..J.GG A93 B99 C98 D91 F96 G93 H80 I99 K93 L95 M87 
5 0 5 HBB.CCHIDDL.HIAAL.FFF.LM..JK.M..JKGG A93 B99 C98 D91 F96 G93 H80 I99 K92 L95 M87 
5 0 5 HBBCC.HIDDL.HIAAL.FFF.LM..JK.M..JKGG A93 B99 C97 D91 F96 G93 H80 I99 K92 L95 M87 
5 0 5 H.BBCCHIDDL.HIAAL.FFF.LM..JK.M..JKGG A93 B98 C98 D91 F96 G93 H80 I99 K92 L95 M87 
5 0 5 H.BBCCHIDDL.HIAAL..FFFLM..JK.M..JKGG A93 B98 C98 D91 F95 G93 H80 I99 K92 L95 M87 
5 0 5 H.BBCCHIDD..HIAAL..FFFLM..JKLM..JKGG A93 B98 C98 D91 F95 G93 H80 I99 K92 L94 M87 
5 0 5 ..BBCC.IDD...IAAL.HFFFLMH.JKLMH.JKGG A93 B98 C98 D91 F95 G93 H77 I99 K92 L94 M87 
5 0 5 BB..CC.IDD...IAAL.HFFFLMH.JKLMH.JKGG A93 B96 C98 D91 F95 G93 H77 I99 K92 L94 M87 
5 0 5 BBCC...IDD...IAAL.HFFFLMH.JKLMH.JKGG A93 B96 C96 D91 F95 G93 H77 I99 K92 L94 M87 
5 0 5 BBCC.M.IDD.M.IAAL.HFFFL.H.JKL.H.JKGG A93 B96 C96 D91 F95 G93 H77 I99 K92 L94 M84 
5 0 5 BBCC.MHIDD.MHIAAL.HFFFL...JKL...JKGG A93 B96 C96 D91 F95 G93 H75 I99 K92 L94 M84 
5 0 5 BBCCLMHIDDLMHIAAL.HFFF....JK....JKGG A93 B96 C96 D91 F95 G93 H75 I99 K92 L92 M84 
5 0 5 BBCCLMHIDDLMHIAAL.H..FFF..JK....JKGG A93 B96 C96 D91 F93 G93 H75 I99 K92 L92 M84 
5 0 5 .BBCCMH.DDLMH.AAL.HFFFL..IJK...IJKGG A77 B95 C95 D73 F81 G91 H43 I84 J92 K90 L79 M54 
5 0 5 HBBCC.H.DDL.H.AAL..FFFLM.IJK.M.IJKGG A77 B95 C95 D73 F81 G91 H44 I84 J92 K90 L79 M51 
5 0 5 HBBCCMHDD.LMH.AAL..FFFL..IJK...IJKGG A77 B95 C95 D72 F81 G91 H44 I84 J92 K90 L79 M54 
5 0 5 HBBCC.H.DDL.H.AAL.FFF.LM.IJK.M.IJKGG A77 B95 C95 D73 F82 G91 H44 I84 J92 K90 L79 M51 
5 0 5 HBBCCMHDD.LMH.AAL.FFF.L..IJK...IJKGG A77 B95 C95 D72 F82 G91 H44 I84 J92 K90 L79 M54 
5 0 5 HBBCC.H.DDL.H.AAL.FFFKLM.IJK.M.IJ.GG A77 B95 C95 D73 F82 G91 H44 I84 J92 K91 L79 M51 
5 0 5 HBBCCMHDD.LMH.AAL.FFFKL..IJK...IJ.GG A77 B95 C95 D72 F82 G91 H44 I84 J92 K91 L79 M54 
5 0 5 HBBCC.H.DDL.H.AAL.FFFKL..IJK.M.IJGGM A77 B95 C95 D73 F82 G92 H44 I84 J92 K91 L79 M50 
5 0 5 HBBCC.H.DDL.H.AAL.FFFKLM.IJK.M.IJGG. A77 B95 C95 D73 F82 G92 H44 I84 J92 K91 L79 M51 
5 0 5 HBBCCMHDD.LMH.AAL.FFFKL..IJK...IJGG. A77 B95 C95 D72 F82 G92 H44 I84 J92 K91 L79 M54 
5 0 5 HBBCC.H.DDL.HAA.L.FFFKL..IJK.M.IJGGM A78 B95 C95 D73 F82 G92 H44 I84 J92 K91 L79 M50 
5 0 5 HBBCC.H.DDL.HAA.L.FFFKLM.IJK.M.IJGG. A78 B95 C95 D73 F82 G92 H44 I84 J92 K91 L79 M51 
5 0 5 HBBCCMHDD.LMHAA.L.FFFKL..IJK...IJGG. A78 B95 C95 D72 F82 G92 H44 I84 J92 K91 L79 M54 
5 0 5 HBBCCMH.DD.MH.AAL.FFFKL..IJKL..IJGG. A77 B95 C95 D73 F82 G92 H44 I84 J92 K91 L80 M54 
5 0 5 HBBCC.H.DD..HAA.L.FFFKL..IJKLM.IJGGM A78 B95 C95 D73 F82 G92 H44 I84 J92 K91 L80 M50 
5 0 5 HBBCC.H.DD..HAA.L.FFFKLM.IJKLM.IJGG. A78 B95 C95 D73 F82 G92 H44 I84 J92 K91 L80 M51 
5 0 5 HBBCCMH..DDMHAA.L.FFFKL..IJKL..IJGG. A78 B95 C95 D72 F82 G92 H44 I84 J92 K91 L80 M54 
5 0 5 HBBCCMHDD..MHAA.L.FFFKL..IJKL..IJGG. A78 B95 C95 D72 F82 G92 H44 I84 J92 K91 L80 M54 
5 0 5 HBBCCMH.DDLMHAA.L.FFFKL..IJK...IJ.GG A78 B95 C95 D73 F82 G93 H44 I84 J92 K91 L79 M54 
5 0 5 HBBCCMH.DD.MH.AAL.FFFKL..IJKL..IJ.GG A77 B95 C95 D73 F82 G93 H44 I84 J92 K91 L80 M54 
5 0 5 HBBCC.H.DD..HAA.L.FFFKLM.IJKLM.IJ.GG A78 B95 C95 D73 F82 G93 H44 I84 J92 K91 L80 M51 
5 0 5 HBBCCMH..DDMHAA.L.FFFKL..IJKL..IJ.GG A78 B95 C95 D72 F82 G93 H44 I84 J92 K91 L80 M54 
5 0 5 HBBCCMHDD..MHAA.L.FFFKL..IJKL..IJ.GG A78 B95 C95 D72 F82 G93 H44 I84 J92 K91 L80 M54 
5 0 5 HBBCCMH.DDLMHAA.L.FFF.L..IJK...IJKGG A78 B95 C95 D73 F82 G93 H44 I84 J92 K92 L79 M54 
5 0 5 HBBCCMH.DD.MH.AAL.FFF.L..IJKL..IJKGG A77 B95 C95 D73 F82 G93 H44 I84 J92 K92 L80 M54 
5 0 5 HBBCC.H.DD..HAA.L.FFF.LM.IJKLM.IJKGG A78 B95 C95 D73 F82 G93 H44 I84 J92 K92 L80 M51 
5 0 5 HBBCCMH..DDMHAA.L.FFF.L..IJKL..IJKGG A78 B95 C95 D72 F82 G93 H44 I84 J92 K92 L80 M54 
5 0 5 HBBCCMHDD..MHAA.L.FFF.L..IJKL..IJKGG A78 B95 C95 D72 F82 G93 H44 I84 J92 K92 L80 M54 
5 0 5 HBBCCMH.DDLMHAA.L..FFFL..IJK...IJKGG A78 B95 C95 D73 F83 G93 H44 I84 J92 K92 L79 M54 
5 0 5 HBBCCMH.DD.MH.AAL..FFFL..IJKL..IJKGG A77 B95 C95 D73 F83 G93 H44 I84 J92 K92 L80 M54 
5 0 5 HBBCC.H.DD..HAA.L..FFFLM.IJKLM.IJKGG A78 B95 C95 D73 F83 G93 H44 I84 J92 K92 L80 M51 
5 0 5 HBBCCMH..DDMHAA.L..FFFL..IJKL..IJKGG A78 B95 C95 D72 F83 G93 H44 I84 J92 K92 L80 M54 
5 0 5 HBBCCMHDD..MHAA.L..FFFL..IJKL..IJKGG A78 B95 C95 D72 F83 G93 H44 I84 J92 K92 L80 M54 
5 0 5 .BBCCMH.DD.MHAA.L.HFFFL..IJKL..IJKGG A78 B95 C95 D73 F83 G93 H45 I84 J92 K92 L80 M54 
5 0 5 .BBCCM..DD.MHAA.L.HFFFL.HIJKL..IJKGG A78 B95 C95 D73 F83 G93 H46 I84 J92 K92 L80 M54 
5 0 5 .BBCCM..DDLM.AA.L.HFFFL.HIJK..HIJKGG A78 B95 C95 D73 F83 G93 H47 I84 J92 K92 L79 M54 
5 0 5 .BBCCM..DD.M..AAL.HFFFL.HIJKL.HIJKGG A77 B95 C95 D73 F83 G93 H47 I84 J92 K92 L80 M54 
5 0 5 .BBCCM..DD.MAA..L.HFFFL.HIJKL.HIJKGG A77 B95 C95 D73 F83 G93 H47 I84 J92 K92 L80 M54 
5 0 5 .BBCC...DD...AA.L.HFFFLMHIJKLMHIJKGG A78 B95 C95 D73 F83 G93 H47 I84 J92 K92 L80 M51 
5 0 5 .BBCCM...DDM.AA.L.HFFFL.HIJKL.HIJKGG A78 B95 C95 D72 F83 G93 H47 I84 J92 K92 L80 M54 
5 0 5 .BBCCMDD...M.AA.L.HFFFL.HIJKL.HIJKGG A78 B95 C95 D71 F83 G93 H47 I84 J92 K92 L80 M54 
5 0 5 .BBCCM.DD..M.AA.L.HFFFL.HIJKL.HIJKGG A78 B95 C95 D74 F83 G93 H47 I84 J92 K92 L80 M54 
5 0 5 BB.CCMHDD.LMHAA.L.HFFFL..IJK...IJKGG A78 B96 C95 D74 F83 G93 H45 I84 J92 K92 L81 M54 
5 0 5 BB.CCM..DDLM.AA.L.HFFFL.HIJK..HIJKGG A78 B96 C95 D73 F83 G93 H47 I84 J92 K92 L81 M54 
5 0 5 BBCC.M.DD.LM.AA.L.HFFFL.HIJK..HIJKGG A78 B96 C94 D74 F83 G93 H47 I84 J92 K92 L81 M54 
5 0 5 .BBCCM.DD.LM.AA.L.HFFFL.HIJK..HIJKGG A78 B95 C95 D74 F83 G93 H47 I84 J92 K92 L81 M54 
5 0 5 BB.CC..DD.L...AAL.HFFFLMHIJK.MHIJKGG A77 B96 C95 D74 F83 G93 H47 I84 J92 K92 L81 M57 
5 0 5 BB.CC...DDL..AA.L.HFFFLMHIJK.MHIJKGG A78 B96 C95 D73 F83 G93 H47 I84 J92 K92 L81 M57 
5 0 5 BB..CC.DD.L..AA.L.HFFFLMHIJK.MHIJKGG A78 B96 C94 D74 F83 G93 H47 I84 J92 K92 L81 M57 
5 0 5 BBCC...DD.L..AA.L.HFFFLMHIJK.MHIJKGG A78 B96 C94 D74 F83 G93 H47 I84 J92 K92 L81 M57 
5 0 5 .BBCC..DD.L..AA.L.HFFFLMHIJK.MHIJKGG A78 B95 C95 D74 F83 G93 H47 I84 J92 K92 L81 M57 
5 0 5 BB.CC..DD...HAA.L.HFFFLMHIJKLM.IJKGG A78 B96 C95 D74 F83 G93 H48 I84 J92 K92 L80 M57 
5 0 5 BB.CC..DD.L.H.AAL.HFFFLMHIJK.M.IJKGG A77 B96 C95 D74 F83 G93 H48 I84 J92 K92 L81 M57 
5 0 5 BB.CC.HDD.L.HAA.L.HFFFLM.IJK.M.IJKGG A78 B96 C95 D74 F83 G93 H47 I84 J92 K92 L81 M57 
5 0 5 BB..CC.DD.L.HAA.L.HFFFLMHIJK.M.IJKGG A78 B96 C94 D74 F83 G93 H48 I84 J92 K92 L81 M57 
5 0 5 .BBCC..DD.L.HAA.L.HFFFLMHIJK.M.IJKGG A78 B95 C95 D74 F83 G93 H48 I84 J92 K92 L81 M57 
5 0 5 BB..CCDD..L.HAA.L.HFFFLMHIJK.M.IJKGG A78 B96 C94 D75 F83 G93 H48 I84 J92 K92 L81 M57 
5 0 5 .BBCC.DD..L.HAA.L.HFFFLMHIJK.M.IJKGG A78 B95 C95 D75 F83 G93 H48 I84 J92 K92 L81 M57 
5 0 5 BB.CCM.DD.LMHAA.L.HFFFL.HIJK...IJKGG A78 B96 C95 D74 F83 G93 H48 I84 J92 K92 L81 M60 
5 0 5 .BBCCMDD..LMHAA.L.HFFFL.HIJK...IJKGG A78 B95 C95 D75 F83 G93 H48 I84 J92 K92 L81 M60 
5 0 5 BB.CC.DD..L.H.AAL.HFFFLMHIJK.M.IJKGG A79 B96 C95 D75 F83 G93 H48 I84 J92 K92 L81 M57 
5 0 5 BB.CCM..DDLMH.AAL.HFFFL.HIJK...IJKGG A79 B96 C95 D73 F83 G93 H48 I84 J92 K92 L81 M60 
5 0 5 BB.CCM.DD.LMH.AAL.HFFFL.HIJK...IJKGG A79 B96 C95 D74 F83 G93 H48 I84 J92 K92 L81 M60 
5 0 5 BBCC.MDD..LMH.AAL.HFFFL.HIJK...IJKGG A79 B96 C94 D75 F83 G93 H48 I84 J92 K92 L81 M60 
5 0 5 .BBCCMDD..LMH.AAL.HFFFL.HIJK...IJKGG A79 B95 C95 D75 F83 G93 H48 I84 J92 K92 L81 M60 
5 0 5 BB.CCM.DD.LM..AAL.HFFFL.HIJK..HIJKGG A79 B96 C95 D74 F83 G93 H49 I84 J92 K92 L81 M60 
5 0 5 .BBCCMDD..LM..AAL.HFFFL.HIJK..HIJKGG A79 B95 C95 D75 F83 G93 H49 I84 J92 K92 L81 M60 
5 0 5 BB.CCMDD..LM.AA.L.HFFFL.HIJK..HIJKGG A80 B96 C95 D75 F83 G93 H49 I84 J92 K92 L81 M60 
5 0 5 BB.CCM.DD.LMAA..L.HFFFL.HIJK..HIJKGG A81 B96 C95 D74 F83 G93 H49 I84 J92 K92 L81 M60 
5 0 5 .BBCCMDD..LMAA..L.HFFFL.HIJK..HIJKGG A81 B95 C95 D75 F83 G93 H49 I84 J92 K92 L81 M60 
5 0 5 BB.CC.DD..L...AAL.HFFFLMHIJK.MHIJKGG A79 B96 C95 D75 F83 G93 H49 I84 J92 K92 L81 M63 
5 0 5 BB.CC.DD..L..AA.L.HFFFLMHIJK.MHIJKGG A80 B96 C95 D75 F83 G93 H49 I84 J92 K92 L81 M63 
5 0 5 BB.CC..DD.L.AA..L.HFFFLMHIJK.MHIJKGG A81 B96 C95 D74 F83 G93 H49 I84 J92 K92 L81 M63 
5 0 5 BB..CCDD..L.AA..L.HFFFLMHIJK.MHIJKGG A81 B96 C94 D75 F83 G93 H49 I84 J92 K92 L81 M63 
5 0 5 .BBCC.DD..L.AA..L.HFFFLMHIJK.MHIJKGG A81 B95 C95 D75 F83 G93 H49 I84 J92 K92 L81 M63 
5 0 5 BB.CC.DD......AAL.HFFFLMHIJKLMHIJKGG A79 B96 C95 D75 F83 G93 H49 I84 J92 K92 L82 M63 
5 0 5 BB..CCDD....AA..L.HFFFLMHIJKLMHIJKGG A81 B96 C94 D75 F83 G93 H49 I84 J92 K92 L82 M63 
5 0 5 .BBCC.DD....AA..L.HFFFLMHIJKLMHIJKGG A81 B95 C95 D75 F83 G93 H49 I84 J92 K92 L82 M63 
5 0 5 BB.CC..DD...AA..L.HFFFLMHIJKLMHIJKGG A81 B96 C95 D76 F83 G93 H49 I84 J92 K92 L82 M63 
5 0 5 BB..CC....DDAA..L.HFFFLMHIJKLMHIJKGG A81 B96 C94 D79 F83 G93 H49 I84 J92 K92 L82 M63 
5 0 5 .BBCC.....DDAA..L.HFFFLMHIJKLMHIJKGG A81 B95 C95 D79 F83 G93 H49 I84 J92 K92 L82 M63 
5 0 5 BB..CC....DD.AA.L.HFFFLMHIJKLMHIJKGG A82 B96 C94 D79 F83 G93 H49 I84 J92 K92 L82 M63 
5 0 5 .BBCC.....DD.AA.L.HFFFLMHIJKLMHIJKGG A82 B95 C95 D79 F83 G93 H49 I84 J92 K92 L82 M63 
5 0 5 BB.CC.DD.....AA.L.HFFFLMHIJKLMHIJKGG A82 B96 C95 D77 F83 G93 H49 I84 J92 K92 L82 M63 
5 0 5 BB.CC..DD....AA.L.HFFFLMHIJKLMHIJKGG A82 B96 C95 D78 F83 G93 H49 I84 J92 K92 L82 M63 
5 0 5 BB..CC...DD..AA.L.HFFFLMHIJKLMHIJKGG A82 B96 C94 D80 F83 G93 H49 I84 J92 K92 L82 M63 
5 0 5 .BBCC....DD..AA.L.HFFFLMHIJKLMHIJKGG A82 B95 C95 D80 F83 G93 H49 I84 J92 K92 L82 M63 
5 0 5 BB.CC.H...DDHAA.L.HFFFLM.IJKLM.IJKGG A82 B96 C95 D79 F83 G93 H51 I84 J92 K92 L82 M63 
5 0 5 BB.CC.HDD...HAA.L.HFFFLM.IJKLM.IJKGG A82 B96 C95 D78 F83 G93 H51 I84 J92 K92 L82 M63 
5 0 5 BB..CCH..DD.HAA.L.HFFFLM.IJKLM.IJKGG A82 B96 C94 D80 F83 G93 H51 I84 J92 K92 L82 M63 
5 0 5 .BBCC.H..DD.HAA.L.HFFFLM.IJKLM.IJKGG A82 B95 C95 D80 F83 G93 H51 I84 J92 K92 L82 M63 
5 0 5 BB.CCMHDD..MHAA.L.HFFFL..IJKL..IJKGG A82 B96 C95 D78 F83 G93 H51 I84 J92 K92 L82 M66 
5 0 5 .BBCCMH..DDMHAA.L.HFFFL..IJKL..IJKGG A82 B95 C95 D80 F83 G93 H51 I84 J92 K92 L82 M66 
5 0 5 BB.CC....DD.HAA.L.HFFFLMHIJKLM.IJKGG A82 B96 C95 D80 F83 G93 H52 I84 J92 K92 L82 M63 
5 0 5 BB.CCM.DD..MHAA.L.HFFFL.HIJKL..IJKGG A82 B96 C95 D78 F83 G93 H52 I84 J92 K92 L82 M66 
5 0 5 BB.CCM..DD.MHAA.L.HFFFL.HIJKL..IJKGG A82 B96 C95 D79 F83 G93 H52 I84 J92 K92 L82 M66 
5 0 5 .BBCCM...DDMHAA.L.HFFFL.HIJKL..IJKGG A82 B95 C95 D80 F83 G93 H52 I84 J92 K92 L82 M66 
5 0 5 BB.CC....DD.H.AAL.HFFFLMHIJKLM.IJKGG A83 B96 C95 D80 F83 G93 H52 I84 J92 K92 L82 M63 
5 0 5 BB.CCMDD...MH.AAL.HFFFL.HIJKL..IJKGG A83 B96 C95 D77 F83 G93 H52 I84 J92 K92 L82 M66 
5 0 5 BB.CCM.DD..MH.AAL.HFFFL.HIJKL..IJKGG A83 B96 C95 D78 F83 G93 H52 I84 J92 K92 L82 M66 
5 0 5 .BBCCM...DDMH.AAL.HFFFL.HIJKL..IJKGG A83 B95 C95 D80 F83 G93 H52 I84 J92 K92 L82 M66 
5 0 5 BB.CCMDD...M..AAL.HFFFL.HIJKL.HIJKGG A83 B96 C95 D77 F83 G93 H53 I84 J92 K92 L82 M66 
5 0 5 BB.CCM.DD..M..AAL.HFFFL.HIJKL.HIJKGG A83 B96 C95 D78 F83 G93 H53 I84 J92 K92 L82 M66 
5 0 5 .BBCCM...DDM..AAL.HFFFL.HIJKL.HIJKGG A83 B95 C95 D80 F83 G93 H53 I84 J92 K92 L82 M66 
5 0 5 BB.CCM...DDM.AA.L.HFFFL.HIJKL.HIJKGG A84 B96 C95 D80 F83 G93 H53 I84 J92 K92 L82 M66 
5 0 5 BB.CC....DD.AA..L.HFFFLMHIJKLMHIJKGG A85 B96 C95 D80 F83 G93 H53 I84 J92 K92 L82 M63 
5 0 5 BB.CCMDD...MAA..L.HFFFL.HIJKL.HIJKGG A85 B96 C95 D77 F83 G93 H53 I84 J92 K92 L82 M66 
5 0 5 BB.CCM..DD.MAA..L.HFFFL.HIJKL.HIJKGG A85 B96 C95 D79 F83 G93 H53 I84 J92 K92 L82 M66 
5 0 5 .BBCCM...DDMAA..L.HFFFL.HIJKL.HIJKGG A85 B95 C95 D80 F83 G93 H53 I84 J92 K92 L82 M66 
5 0 5 BB.CCM.DD..MAA..L.HFFFL.HIJKL.HIJKGG A85 B96 C95 D82 F83 G93 H53 I84 J92 K92 L82 M66 
5 0 5 BBCCLM.DD.LM..AAL.HFFF..HIJK..HIJKGG A83 B96 C96 D82 F83 G93 H53 I84 J92 K92 L84 M66 
5 0 5 BBCCL..DD.L.AA..L.HFFF.MHIJK.MHIJKGG A85 B96 C96 D82 F83 G93 H53 I84 J92 K92 L84 M63 
5 0 5 BBCCLM.DD.LM..AAL.H.FFF.HIJK..HIJKGG A83 B96 C96 D82 F84 G93 H53 I84 J92 K92 L84 M66 
5 0 5 BBCCL..DD.L.AA..L.H.FFFMHIJK.MHIJKGG A85 B96 C96 D82 F84 G93 H53 I84 J92 K92 L84 M63 
5 0 5 BBCCLM..DDLMAA..L.H.FFF.HIJK..HIJKGG A85 B96 C96 D81 F84 G93 H53 I84 J92 K92 L84 M66 
5 0 5 BBCCLMDD..LMAA..L.H.FFF.HIJK..HIJKGG A85 B96 C96 D81 F84 G93 H53 I84 J92 K92 L84 M66 
5 0 5 BBCCL..DD.L.AA..L.HIFFFMHIJK.MH.JKGG A85 B96 C96 D82 F84 G93 H53 I85 J92 K92 L84 M63 
5 0 5 BBCCLMDD..LMAA..L.HIFFF.HIJK..H.JKGG A85 B96 C96 D81 F84 G93 H53 I85 J92 K92 L84 M66 
5 0 5 BBCCLMDD..LMAA..L.HI.FFFHIJK..H.JKGG A85 B96 C96 D81 F83 G93 H53 I85 J92 K92 L84 M66 
5 0 5 BBCCLM..DDLMAA..L.HI.FFFHIJK..H.JKGG A85 B96 C96 D79 F83 G93 H53 I85 J92 K92 L84 M66 
